법정동코드,법정동명,폐지여부
4711325033,경상북도 포항시 북구 흥해읍 용한리,존재
4711325034,경상북도 포항시 북구 흥해읍 우목리,존재
4711325035,경상북도 포항시 북구 흥해읍 죽천리,존재
4711325036,경상북도 포항시 북구 흥해읍 용곡리,존재
4711325037,경상북도 포항시 북구 흥해읍 양백리,존재
4711325038,경상북도 포항시 북구 흥해읍 덕성리,존재
4711325039,경상북도 포항시 북구 흥해읍 덕장리,존재
4711325040,경상북도 포항시 북구 흥해읍 용전리,존재
4711325041,경상북도 포항시 북구 흥해읍 용천리,존재
4711325042,경상북도 포항시 북구 흥해읍 금장리,존재
4711325043,경상북도 포항시 북구 흥해읍 흥안리,존재
4711325044,경상북도 포항시 북구 흥해읍 칠포리,존재
4711325045,경상북도 포항시 북구 흥해읍 오도리,존재
4711325046,경상북도 포항시 북구 흥해읍 초곡리,존재
4711325047,경상북도 포항시 북구 흥해읍 학천리,존재
4711325048,경상북도 포항시 북구 흥해읍 성곡리,존재
4711325049,경상북도 포항시 북구 흥해읍 이인리,존재
4711325050,경상북도 포항시 북구 흥해읍 대련리,존재
4711331000,경상북도 포항시 북구 신광면,존재
4711331021,경상북도 포항시 북구 신광면 냉수리,존재
4711331022,경상북도 포항시 북구 신광면 흥곡리,존재
4711331023,경상북도 포항시 북구 신광면 우각리,존재
4711331024,경상북도 포항시 북구 신광면 죽성리,존재
4711331025,경상북도 포항시 북구 신광면 상읍리,존재
4711331026,경상북도 포항시 북구 신광면 토성리,존재
4711331027,경상북도 포항시 북구 신광면 사정리,존재
4711331028,경상북도 포항시 북구 신광면 안덕리,존재
4711331029,경상북도 포항시 북구 신광면 만석리,존재
4711331030,경상북도 포항시 북구 신광면 반곡리,존재
4711331031,경상북도 포항시 북구 신광면 기일리,존재
4711331032,경상북도 포항시 북구 신광면 마북리,존재
4711331033,경상북도 포항시 북구 신광면 호리,존재
4711332000,경상북도 포항시 북구 청하면,존재
4711332021,경상북도 포항시 북구 청하면 덕성리,존재
4711332022,경상북도 포항시 북구 청하면 덕천리,존재
4711332023,경상북도 포항시 북구 청하면 미남리,존재
4711332024,경상북도 포항시 북구 청하면 필화리,존재
4711332025,경상북도 포항시 북구 청하면 용두리,존재
4711332026,경상북도 포항시 북구 청하면 월포리,존재
4711332027,경상북도 포항시 북구 청하면 방어리,존재
4711332028,경상북도 포항시 북구 청하면 이가리,존재
4711332029,경상북도 포항시 북구 청하면 청진리,존재
4711332030,경상북도 포항시 북구 청하면 신흥리,존재
4711332031,경상북도 포항시 북구 청하면 소동리,존재
4711332032,경상북도 포항시 북구 청하면 고현리,존재
4711332033,경상북도 포항시 북구 청하면 하대리,존재
4711332034,경상북도 포항시 북구 청하면 상대리,존재
4711332035,경상북도 포항시 북구 청하면 서정리,존재
4711332036,경상북도 포항시 북구 청하면 명안리,존재
4711332037,경상북도 포항시 북구 청하면 유계리,존재
4711332038,경상북도 포항시 북구 청하면 청계리,존재
4711333000,경상북도 포항시 북구 송라면,존재
4711333021,경상북도 포항시 북구 송라면 상송리,존재
4711333022,경상북도 포항시 북구 송라면 하송리,존재
4711333023,경상북도 포항시 북구 송라면 중산리,존재
4711333024,경상북도 포항시 북구 송라면 광천리,존재
4711333025,경상북도 포항시 북구 송라면 조사리,존재
4711333026,경상북도 포항시 북구 송라면 방석리,존재
4711333027,경상북도 포항시 북구 송라면 화진리,존재
4711333028,경상북도 포항시 북구 송라면 대전리,존재
4711333029,경상북도 포항시 북구 송라면 지경리,존재
4711334000,경상북도 포항시 북구 기계면,존재
4711334021,경상북도 포항시 북구 기계면 현내리,존재
4711334022,경상북도 포항시 북구 기계면 지가리,존재
4711334023,경상북도 포항시 북구 기계면 봉계리,존재
4711334024,경상북도 포항시 북구 기계면 고지리,존재
4711334025,경상북도 포항시 북구 기계면 문성리,존재
4711334026,경상북도 포항시 북구 기계면 학야리,존재
4711334027,경상북도 포항시 북구 기계면 성계리,존재
4711334028,경상북도 포항시 북구 기계면 내단리,존재
4711334029,경상북도 포항시 북구 기계면 화대리,존재
4711334030,경상북도 포항시 북구 기계면 화봉리,존재
4711334031,경상북도 포항시 북구 기계면 계전리,존재
4711334032,경상북도 포항시 북구 기계면 미현리,존재
4711334033,경상북도 포항시 북구 기계면 인비리,존재
4711334034,경상북도 포항시 북구 기계면 구지리,존재
4711334035,경상북도 포항시 북구 기계면 가안리,존재
4711334036,경상북도 포항시 북구 기계면 남계리,존재
4711335000,경상북도 포항시 북구 죽장면,존재
4711335021,경상북도 포항시 북구 죽장면 가사리,존재
4711335022,경상북도 포항시 북구 죽장면 매현리,존재
4711335023,경상북도 포항시 북구 죽장면 침곡리,존재
4711335024,경상북도 포항시 북구 죽장면 입암리,존재
4711335025,경상북도 포항시 북구 죽장면 일광리,존재
4711335026,경상북도 포항시 북구 죽장면 지동리,존재
4711335027,경상북도 포항시 북구 죽장면 정자리,존재
4711335028,경상북도 포항시 북구 죽장면 감곡리,존재
4711335029,경상북도 포항시 북구 죽장면 상사리,존재
4711335030,경상북도 포항시 북구 죽장면 하사리,존재
4711335031,경상북도 포항시 북구 죽장면 석계리,존재
4711335032,경상북도 포항시 북구 죽장면 합덕리,존재
4711335033,경상북도 포항시 북구 죽장면 월평리,존재
4711335034,경상북도 포항시 북구 죽장면 방흥리,존재
4711335035,경상북도 포항시 북구 죽장면 현내리,존재
4711335036,경상북도 포항시 북구 죽장면 봉계리,존재
4711335037,경상북도 포항시 북구 죽장면 두마리,존재
4711335038,경상북도 포항시 북구 죽장면 상옥리,존재
4711335039,경상북도 포항시 북구 죽장면 하옥리,존재
4711336000,경상북도 포항시 북구 기북면,존재
4711336021,경상북도 포항시 북구 기북면 관천리,존재
4711336022,경상북도 포항시 북구 기북면 대곡리,존재
4711336023,경상북도 포항시 북구 기북면 율산리,존재
4711336024,경상북도 포항시 북구 기북면 용기리,존재
4711336025,경상북도 포항시 북구 기북면 오덕리,존재
4711336026,경상북도 포항시 북구 기북면 탑정리,존재
4711336027,경상북도 포항시 북구 기북면 성법리,존재
4713000000,경상북도 경주시,존재
4713010100,경상북도 경주시 동부동,존재
4713010200,경상북도 경주시 서부동,존재
4713010300,경상북도 경주시 북부동,존재
4713010400,경상북도 경주시 성동동,존재
4713010500,경상북도 경주시 황오동,존재
4713010600,경상북도 경주시 노동동,존재
4713010700,경상북도 경주시 노서동,존재
4713010800,경상북도 경주시 성건동,존재
4713010900,경상북도 경주시 사정동,존재
4713011000,경상북도 경주시 황남동,존재
4713011100,경상북도 경주시 교동,존재
4713011200,경상북도 경주시 인왕동,존재
4713011300,경상북도 경주시 탑동,존재
4713011400,경상북도 경주시 충효동,존재
4713011500,경상북도 경주시 서악동,존재
4713011600,경상북도 경주시 효현동,존재
4713011700,경상북도 경주시 광명동,존재
4713011800,경상북도 경주시 동방동,존재
4713011900,경상북도 경주시 도지동,존재
4713012000,경상북도 경주시 남산동,존재
4713012100,경상북도 경주시 배반동,존재
4713012200,경상북도 경주시 구황동,존재
4713012300,경상북도 경주시 보문동,존재
4713012400,경상북도 경주시 황성동,존재
4713012500,경상북도 경주시 용강동,존재
4713012600,경상북도 경주시 동천동,존재
4713012700,경상북도 경주시 평동,존재
4713012800,경상북도 경주시 조양동,존재
4713012900,경상북도 경주시 시동,존재
4713013000,경상북도 경주시 시래동,존재
4713013100,경상북도 경주시 구정동,존재
4713013200,경상북도 경주시 마동,존재
4713013300,경상북도 경주시 하동,존재
4713013400,경상북도 경주시 진현동,존재
4713013500,경상북도 경주시 천군동,존재
4713013600,경상북도 경주시 신평동,존재
4713013700,경상북도 경주시 덕동,존재
4713013800,경상북도 경주시 암곡동,존재
4713013900,경상북도 경주시 황용동,존재
4713014000,경상북도 경주시 북군동,존재
4713014100,경상북도 경주시 손곡동,존재
4713014200,경상북도 경주시 율동,존재
4713014300,경상북도 경주시 배동,존재
4713014400,경상북도 경주시 석장동,존재
4713025000,경상북도 경주시 감포읍,존재
4713025021,경상북도 경주시 감포읍 대본리,존재
4713025022,경상북도 경주시 감포읍 전동리,존재
4713025023,경상북도 경주시 감포읍 전촌리,존재
4713025024,경상북도 경주시 감포읍 나정리,존재
4713025025,경상북도 경주시 감포읍 오류리,존재
4713025026,경상북도 경주시 감포읍 노동리,존재
4713025027,경상북도 경주시 감포읍 팔조리,존재
4713025028,경상북도 경주시 감포읍 호동리,존재
4713025029,경상북도 경주시 감포읍 감포리,존재
4713025300,경상북도 경주시 안강읍,존재
4713025321,경상북도 경주시 안강읍 검단리,존재
4713025322,경상북도 경주시 안강읍 사방리,존재
4713025323,경상북도 경주시 안강읍 갑산리,존재
4713025324,경상북도 경주시 안강읍 대동리,존재
4713025325,경상북도 경주시 안강읍 근계리,존재
4713025326,경상북도 경주시 안강읍 육통리,존재
4713025327,경상북도 경주시 안강읍 노당리,존재
4713025328,경상북도 경주시 안강읍 옥산리,존재
4713025329,경상북도 경주시 안강읍 두류리,존재
4713025330,경상북도 경주시 안강읍 하곡리,존재
4713025331,경상북도 경주시 안강읍 강교리,존재
4713025332,경상북도 경주시 안강읍 산대리,존재
4713025333,경상북도 경주시 안강읍 안강리,존재
4713025334,경상북도 경주시 안강읍 양월리,존재
4713025335,경상북도 경주시 안강읍 청령리,존재
4713025600,경상북도 경주시 건천읍,존재
4713025621,경상북도 경주시 건천읍 대곡리,존재
4713025622,경상북도 경주시 건천읍 용명리,존재
4713025623,경상북도 경주시 건천읍 신평리,존재
4713025624,경상북도 경주시 건천읍 송선리,존재
4713025625,경상북도 경주시 건천읍 천포리,존재
4713025626,경상북도 경주시 건천읍 화천리,존재
4713025627,경상북도 경주시 건천읍 모량리,존재
4713025628,경상북도 경주시 건천읍 방내리,존재
4713025629,경상북도 경주시 건천읍 조전리,존재
4713025630,경상북도 경주시 건천읍 금척리,존재
4713025631,경상북도 경주시 건천읍 건천리,존재
4713025900,경상북도 경주시 외동읍,존재
4713025921,경상북도 경주시 외동읍 입실리,존재
4713025922,경상북도 경주시 외동읍 모화리,존재
4713025923,경상북도 경주시 외동읍 석계리,존재
4713025924,경상북도 경주시 외동읍 녹동리,존재
4713025925,경상북도 경주시 외동읍 냉천리,존재
4713025926,경상북도 경주시 외동읍 제내리,존재
4713025927,경상북도 경주시 외동읍 연안리,존재
4713025928,경상북도 경주시 외동읍 개곡리,존재
4713025929,경상북도 경주시 외동읍 활성리,존재
4713025930,경상북도 경주시 외동읍 말방리,존재
4713025931,경상북도 경주시 외동읍 죽동리,존재
4713025932,경상북도 경주시 외동읍 구어리,존재
4713025933,경상북도 경주시 외동읍 방어리,존재
4713025934,경상북도 경주시 외동읍 괘릉리,존재
4713025935,경상북도 경주시 외동읍 신계리,존재
4713025936,경상북도 경주시 외동읍 문산리,존재
4713025937,경상북도 경주시 외동읍 북토리,존재
4713031500,경상북도 경주시 문무대왕면,존재
4713031521,경상북도 경주시 문무대왕면 어일리,존재
4713031522,경상북도 경주시 문무대왕면 입천리,존재
4713031523,경상북도 경주시 문무대왕면 두산리,존재
4713031524,경상북도 경주시 문무대왕면 송전리,존재
4713031525,경상북도 경주시 문무대왕면 죽전리,존재
4713031526,경상북도 경주시 문무대왕면 구길리,존재
4713031527,경상북도 경주시 문무대왕면 용당리,존재
4713031528,경상북도 경주시 문무대왕면 봉길리,존재
4713031529,경상북도 경주시 문무대왕면 권이리,존재
4713031530,경상북도 경주시 문무대왕면 호암리,존재
4713031531,경상북도 경주시 문무대왕면 용동리,존재
4713031532,경상북도 경주시 문무대왕면 와읍리,존재
4713031533,경상북도 경주시 문무대왕면 안동리,존재
4713031534,경상북도 경주시 문무대왕면 장항리,존재
4713031535,경상북도 경주시 문무대왕면 범곡리,존재
4713032000,경상북도 경주시 양남면,존재
4713032021,경상북도 경주시 양남면 하서리,존재
4713032022,경상북도 경주시 양남면 수렴리,존재
4713032023,경상북도 경주시 양남면 신서리,존재
4713032024,경상북도 경주시 양남면 서동리,존재
4713032025,경상북도 경주시 양남면 효동리,존재
4713032026,경상북도 경주시 양남면 상계리,존재
4713032027,경상북도 경주시 양남면 신대리,존재
4713032028,경상북도 경주시 양남면 읍천리,존재
4713032029,경상북도 경주시 양남면 석촌리,존재
4713032030,경상북도 경주시 양남면 석읍리,존재
4713032031,경상북도 경주시 양남면 기구리,존재
4713032032,경상북도 경주시 양남면 환서리,존재
4713032033,경상북도 경주시 양남면 상라리,존재
4713032034,경상북도 경주시 양남면 나산리,존재
4713032035,경상북도 경주시 양남면 나아리,존재
4713033000,경상북도 경주시 내남면,존재
4713033021,경상북도 경주시 내남면 명계리,존재
4713033022,경상북도 경주시 내남면 노곡리,존재
4713033023,경상북도 경주시 내남면 월산리,존재
4713033024,경상북도 경주시 내남면 이조리,존재
4713033025,경상북도 경주시 내남면 용장리,존재
4713033026,경상북도 경주시 내남면 망성리,존재
4713033027,경상북도 경주시 내남면 화곡리,존재
4713033028,경상북도 경주시 내남면 부지리,존재
4713033029,경상북도 경주시 내남면 덕천리,존재
4713033030,경상북도 경주시 내남면 상신리,존재
4713033031,경상북도 경주시 내남면 안심리,존재
4713033032,경상북도 경주시 내남면 박달리,존재
4713033033,경상북도 경주시 내남면 비지리,존재
4713034000,경상북도 경주시 산내면,존재
4713034021,경상북도 경주시 산내면 감산리,존재
4713034022,경상북도 경주시 산내면 내칠리,존재
4713034023,경상북도 경주시 산내면 외칠리,존재
4713034024,경상북도 경주시 산내면 일부리,존재
4713034025,경상북도 경주시 산내면 신원리,존재
4713034026,경상북도 경주시 산내면 의곡리,존재
4713034027,경상북도 경주시 산내면 내일리,존재
4713034028,경상북도 경주시 산내면 우라리,존재
4713034029,경상북도 경주시 산내면 대현리,존재
4713035000,경상북도 경주시 서면,존재
4713035021,경상북도 경주시 서면 천촌리,존재
4713035022,경상북도 경주시 서면 아화리,존재
4713035023,경상북도 경주시 서면 도계리,존재
4713035024,경상북도 경주시 서면 도리,존재
4713035025,경상북도 경주시 서면 서오리,존재
4713035026,경상북도 경주시 서면 심곡리,존재
4713035027,경상북도 경주시 서면 사라리,존재
4713035028,경상북도 경주시 서면 운대리,존재
4713036000,경상북도 경주시 현곡면,존재
4713036021,경상북도 경주시 현곡면 라원리,존재
4713036022,경상북도 경주시 현곡면 소현리,존재
4713036023,경상북도 경주시 현곡면 하구리,존재
4713036024,경상북도 경주시 현곡면 상구리,존재
4713036025,경상북도 경주시 현곡면 무과리,존재
4713036026,경상북도 경주시 현곡면 남사리,존재
4713036027,경상북도 경주시 현곡면 금장리,존재
4713036028,경상북도 경주시 현곡면 래태리,존재
4713036029,경상북도 경주시 현곡면 가정리,존재
4713036030,경상북도 경주시 현곡면 오류리,존재
4713037000,경상북도 경주시 강동면,존재
4713037021,경상북도 경주시 강동면 모서리,존재
4713037022,경상북도 경주시 강동면 호명리,존재
4713037023,경상북도 경주시 강동면 안계리,존재
4713037024,경상북도 경주시 강동면 다산리,존재
4713037025,경상북도 경주시 강동면 단구리,존재
4713037026,경상북도 경주시 강동면 유금리,존재
4713037027,경상북도 경주시 강동면 오금리,존재
4713037028,경상북도 경주시 강동면 왕신리,존재
4713037029,경상북도 경주시 강동면 국당리,존재
4713037030,경상북도 경주시 강동면 인동리,존재
4713037031,경상북도 경주시 강동면 양동리,존재
4713038000,경상북도 경주시 천북면,존재
4713038021,경상북도 경주시 천북면 물천리,존재
4713038022,경상북도 경주시 천북면 덕산리,존재
4713038023,경상북도 경주시 천북면 갈곡리,존재
4713038024,경상북도 경주시 천북면 성지리,존재
4713038025,경상북도 경주시 천북면 동산리,존재
4713038026,경상북도 경주시 천북면 화산리,존재
4713038027,경상북도 경주시 천북면 오야리,존재
4713038028,경상북도 경주시 천북면 모아리,존재
4713038029,경상북도 경주시 천북면 신당리,존재
4715000000,경상북도 김천시,존재
4715010100,경상북도 김천시 감호동,존재
4715010200,경상북도 김천시 용두동,존재
4715010300,경상북도 김천시 모암동,존재
4715010400,경상북도 김천시 성내동,존재
4715010500,경상북도 김천시 평화동,존재
4715010600,경상북도 김천시 남산동,존재
4715010700,경상북도 김천시 황금동,존재
4715010800,경상북도 김천시 신음동,존재
4715010900,경상북도 김천시 교동,존재
4715011000,경상북도 김천시 삼락동,존재
4715011100,경상북도 김천시 문당동,존재
4715011200,경상북도 김천시 다수동,존재
4715011300,경상북도 김천시 백옥동,존재
4715011400,경상북도 김천시 부곡동,존재
4715011500,경상북도 김천시 지좌동,존재
4715011600,경상북도 김천시 덕곡동,존재
4715011700,경상북도 김천시 대광동,존재
4715011800,경상북도 김천시 응명동,존재
4715011900,경상북도 김천시 양천동,존재
4715012000,경상북도 김천시 율곡동,존재
4715025000,경상북도 김천시 아포읍,존재
4715025021,경상북도 김천시 아포읍 인리,존재
4715025022,경상북도 김천시 아포읍 의리,존재
4715025023,경상북도 김천시 아포읍 예리,존재
4715025024,경상북도 김천시 아포읍 지리,존재
4715025025,경상북도 김천시 아포읍 대신리,존재
4715025026,경상북도 김천시 아포읍 봉산리,존재
4715025027,경상북도 김천시 아포읍 제석리,존재
4715025028,경상북도 김천시 아포읍 국사리,존재
4715025029,경상북도 김천시 아포읍 송천리,존재
4715025030,경상북도 김천시 아포읍 대성리,존재
4715031000,경상북도 김천시 농소면,존재
4715031021,경상북도 김천시 농소면 입석리,존재
4715031022,경상북도 김천시 농소면 신촌리,존재
4715031023,경상북도 김천시 농소면 월곡리,존재
4715031024,경상북도 김천시 농소면 용암리,존재
4715031025,경상북도 김천시 농소면 봉곡리,존재
4715031026,경상북도 김천시 농소면 연명리,존재
4715031027,경상북도 김천시 농소면 노곡리,존재
4715032000,경상북도 김천시 남면,존재
4715032021,경상북도 김천시 남면 옥산리,존재
4715032022,경상북도 김천시 남면 운곡리,존재
4715032023,경상북도 김천시 남면 송곡리,존재
4715032024,경상북도 김천시 남면 월명리,존재
4715032025,경상북도 김천시 남면 부상리,존재
4715032026,경상북도 김천시 남면 오봉리,존재
4715032027,경상북도 김천시 남면 봉천리,존재
4715032028,경상북도 김천시 남면 초곡리,존재
4715032030,경상북도 김천시 남면 운남리,존재
4715034000,경상북도 김천시 개령면,존재
4715034021,경상북도 김천시 개령면 황계리,존재
4715034022,경상북도 김천시 개령면 신룡리,존재
4715034023,경상북도 김천시 개령면 덕촌리,존재
4715034024,경상북도 김천시 개령면 서부리,존재
4715034025,경상북도 김천시 개령면 동부리,존재
4715034026,경상북도 김천시 개령면 양천리,존재
4715034027,경상북도 김천시 개령면 광천리,존재
4715034028,경상북도 김천시 개령면 남전리,존재
4715035000,경상북도 김천시 감문면,존재
4715035021,경상북도 김천시 감문면 보광리,존재
4715035022,경상북도 김천시 감문면 금라리,존재
4715035023,경상북도 김천시 감문면 구야리,존재
4715035024,경상북도 김천시 감문면 은림리,존재
4715035025,경상북도 김천시 감문면 도명리,존재
4715035026,경상북도 김천시 감문면 문무리,존재
4715035027,경상북도 김천시 감문면 남곡리,존재
4715035028,경상북도 김천시 감문면 송북리,존재
4715035029,경상북도 김천시 감문면 금곡리,존재
4715035030,경상북도 김천시 감문면 삼성리,존재
4715035031,경상북도 김천시 감문면 광덕리,존재
4715035032,경상북도 김천시 감문면 덕남리,존재
4715035033,경상북도 김천시 감문면 태촌리,존재
4715035034,경상북도 김천시 감문면 성촌리,존재
4715035035,경상북도 김천시 감문면 대양리,존재
4715036000,경상북도 김천시 어모면,존재
4715036021,경상북도 김천시 어모면 중왕리,존재
4715036022,경상북도 김천시 어모면 옥율리,존재
4715036023,경상북도 김천시 어모면 남산리,존재
4715036024,경상북도 김천시 어모면 다남리,존재
4715036025,경상북도 김천시 어모면 군자리,존재
4715036026,경상북도 김천시 어모면 덕마리,존재
4715036027,경상북도 김천시 어모면 구례리,존재
4715036028,경상북도 김천시 어모면 옥계리,존재
4715036029,경상북도 김천시 어모면 능치리,존재
4715036030,경상북도 김천시 어모면 도암리,존재
4715036031,경상북도 김천시 어모면 은기리,존재
4715036032,경상북도 김천시 어모면 동좌리,존재
4715037000,경상북도 김천시 봉산면,존재
4715037021,경상북도 김천시 봉산면 신리,존재
4715037022,경상북도 김천시 봉산면 인의리,존재
4715037023,경상북도 김천시 봉산면 예지리,존재
4715037024,경상북도 김천시 봉산면 덕천리,존재
4715037025,경상북도 김천시 봉산면 태화리,존재
4715037026,경상북도 김천시 봉산면 상금리,존재
4715037027,경상북도 김천시 봉산면 신암리,존재
4715037028,경상북도 김천시 봉산면 광천리,존재
4715038000,경상북도 김천시 대항면,존재
4715038021,경상북도 김천시 대항면 향천리,존재
4715038022,경상북도 김천시 대항면 운수리,존재
4715038023,경상북도 김천시 대항면 주례리,존재
4715038024,경상북도 김천시 대항면 대성리,존재
4715038025,경상북도 김천시 대항면 덕전리,존재
4715038026,경상북도 김천시 대항면 대룡리,존재
4715038027,경상북도 김천시 대항면 복전리,존재
4715039000,경상북도 김천시 감천면,존재
4715039021,경상북도 김천시 감천면 용호리,존재
4715039022,경상북도 김천시 감천면 무안리,존재
4715039023,경상북도 김천시 감천면 도평리,존재
4715039024,경상북도 김천시 감천면 광기리,존재
4715039025,경상북도 김천시 감천면 금송리,존재
4715040000,경상북도 김천시 조마면,존재
4715040021,경상북도 김천시 조마면 신안리,존재
4715040022,경상북도 김천시 조마면 장암리,존재
4715040023,경상북도 김천시 조마면 강곡리,존재
4715040024,경상북도 김천시 조마면 신곡리,존재
4715040025,경상북도 김천시 조마면 삼산리,존재
4715040026,경상북도 김천시 조마면 신왕리,존재
4715040027,경상북도 김천시 조마면 대방리,존재
4715041000,경상북도 김천시 구성면,존재
4715041021,경상북도 김천시 구성면 하강리,존재
4715041022,경상북도 김천시 구성면 양각리,존재
4715041023,경상북도 김천시 구성면 흥평리,존재
4715041024,경상북도 김천시 구성면 송죽리,존재
4715041025,경상북도 김천시 구성면 광명리,존재
4715041026,경상북도 김천시 구성면 금평리,존재
4715041027,경상북도 김천시 구성면 구미리,존재
4715041028,경상북도 김천시 구성면 임평리,존재
4715041029,경상북도 김천시 구성면 임천리,존재
4715041030,경상북도 김천시 구성면 월계리,존재
4715041031,경상북도 김천시 구성면 마산리,존재
4715041032,경상북도 김천시 구성면 작내리,존재
4715041033,경상북도 김천시 구성면 용호리,존재
4715041034,경상북도 김천시 구성면 상거리,존재
4715041035,경상북도 김천시 구성면 상원리,존재
4715041036,경상북도 김천시 구성면 미평리,존재
4715041037,경상북도 김천시 구성면 상좌원리,존재
4715042000,경상북도 김천시 지례면,존재
4715042021,경상북도 김천시 지례면 교리,존재
4715042022,경상북도 김천시 지례면 상부리,존재
4715042023,경상북도 김천시 지례면 대율리,존재
4715042024,경상북도 김천시 지례면 거물리,존재
4715042025,경상북도 김천시 지례면 도곡리,존재
4715042026,경상북도 김천시 지례면 관덕리,존재
4715042027,경상북도 김천시 지례면 신평리,존재
4715042028,경상북도 김천시 지례면 이전리,존재
4715042029,경상북도 김천시 지례면 울곡리,존재
4715042030,경상북도 김천시 지례면 여배리,존재
4715043000,경상북도 김천시 부항면,존재
4715043021,경상북도 김천시 부항면 신옥리,존재
4715043022,경상북도 김천시 부항면 유촌리,존재
4715043023,경상북도 김천시 부항면 지좌리,존재
4715043024,경상북도 김천시 부항면 사등리,존재
4715043025,경상북도 김천시 부항면 월곡리,존재
4715043026,경상북도 김천시 부항면 어전리,존재
4715043027,경상북도 김천시 부항면 하대리,존재
4715043028,경상북도 김천시 부항면 해인리,존재
4715043029,경상북도 김천시 부항면 대야리,존재
4715043030,경상북도 김천시 부항면 파천리,존재
4715043031,경상북도 김천시 부항면 안간리,존재
4715043032,경상북도 김천시 부항면 두산리,존재
4715043033,경상북도 김천시 부항면 희곡리,존재
4715044000,경상북도 김천시 대덕면,존재
4715044021,경상북도 김천시 대덕면 연화리,존재
4715044022,경상북도 김천시 대덕면 덕산리,존재
4715044023,경상북도 김천시 대덕면 외감리,존재
4715044024,경상북도 김천시 대덕면 내감리,존재
4715044025,경상북도 김천시 대덕면 가례리,존재
4715044026,경상북도 김천시 대덕면 조룡리,존재
4715044027,경상북도 김천시 대덕면 추량리,존재
4715044028,경상북도 김천시 대덕면 관기리,존재
4715044029,경상북도 김천시 대덕면 화전리,존재
4715044030,경상북도 김천시 대덕면 문의리,존재
4715044031,경상북도 김천시 대덕면 대리,존재
4715044032,경상북도 김천시 대덕면 중산리,존재
4715045000,경상북도 김천시 증산면,존재
4715045021,경상북도 김천시 증산면 황항리,존재
4715045022,경상북도 김천시 증산면 부항리,존재
4715045023,경상북도 김천시 증산면 동안리,존재
4715045024,경상북도 김천시 증산면 황정리,존재
4715045025,경상북도 김천시 증산면 평촌리,존재
4715045026,경상북도 김천시 증산면 수도리,존재
4715045027,경상북도 김천시 증산면 유성리,존재
4715045028,경상북도 김천시 증산면 금곡리,존재
4715045029,경상북도 김천시 증산면 장전리,존재
4715045030,경상북도 김천시 증산면 황점리,존재
4723000000,경상북도 영천시,존재
4723010100,경상북도 영천시 조교동,존재
4723010200,경상북도 영천시 망정동,존재
4723010300,경상북도 영천시 야사동,존재
4723010400,경상북도 영천시 문내동,존재
4723010500,경상북도 영천시 문외동,존재
4723010600,경상북도 영천시 창구동,존재
4723010700,경상북도 영천시 교촌동,존재
4723010800,경상북도 영천시 과전동,존재
4723010900,경상북도 영천시 성내동,존재
4723011000,경상북도 영천시 화룡동,존재
4723011100,경상북도 영천시 도동,존재
4723011200,경상북도 영천시 금노동,존재
4723011300,경상북도 영천시 완산동,존재
4723011400,경상북도 영천시 범어동,존재
4723011500,경상북도 영천시 작산동,존재
4723011600,경상북도 영천시 봉동,존재
4723011700,경상북도 영천시 본촌동,존재
4723011800,경상북도 영천시 채신동,존재
4723011900,경상북도 영천시 괴연동,존재
4723012000,경상북도 영천시 대전동,존재
4723012100,경상북도 영천시 녹전동,존재
4723012200,경상북도 영천시 도림동,존재
4723012300,경상북도 영천시 오미동,존재
4723012400,경상북도 영천시 오수동,존재
4723012500,경상북도 영천시 쌍계동,존재
4723012600,경상북도 영천시 도남동,존재
4723012700,경상북도 영천시 매산동,존재
4723012800,경상북도 영천시 언하동,존재
4723012900,경상북도 영천시 신기동,존재
4723013000,경상북도 영천시 서산동,존재
4723025000,경상북도 영천시 금호읍,존재
4723025021,경상북도 영천시 금호읍 교대리,존재
4723025022,경상북도 영천시 금호읍 덕성리,존재
4723025023,경상북도 영천시 금호읍 성천리,존재
4723025024,경상북도 영천시 금호읍 대미리,존재
4723025025,경상북도 영천시 금호읍 석섬리,존재
4723025026,경상북도 영천시 금호읍 원제리,존재
4723025027,경상북도 영천시 금호읍 냉천리,존재
4723025028,경상북도 영천시 금호읍 신월리,존재
4723025029,경상북도 영천시 금호읍 봉죽리,존재
4723025030,경상북도 영천시 금호읍 관정리,존재
4723025031,경상북도 영천시 금호읍 구암리,존재
4723025032,경상북도 영천시 금호읍 약남리,존재
4723025033,경상북도 영천시 금호읍 대곡리,존재
4723025034,경상북도 영천시 금호읍 호남리,존재
4723025035,경상북도 영천시 금호읍 어은리,존재
4723025036,경상북도 영천시 금호읍 오계리,존재
4723025037,경상북도 영천시 금호읍 원기리,존재
4723025038,경상북도 영천시 금호읍 신대리,존재
4723025039,경상북도 영천시 금호읍 남성리,존재
4723025040,경상북도 영천시 금호읍 삼호리,존재
4723025041,경상북도 영천시 금호읍 황정리,존재
4723031000,경상북도 영천시 청통면,존재
4723031021,경상북도 영천시 청통면 호당리,존재
4723031022,경상북도 영천시 청통면 우천리,존재
4723031023,경상북도 영천시 청통면 보성리,존재
4723031024,경상북도 영천시 청통면 신덕리,존재
4723031025,경상북도 영천시 청통면 대평리,존재
4723031026,경상북도 영천시 청통면 죽정리,존재
4723031027,경상북도 영천시 청통면 송천리,존재
4723031028,경상북도 영천시 청통면 원촌리,존재
4723031029,경상북도 영천시 청통면 신학리,존재
4723031030,경상북도 영천시 청통면 치일리,존재
