법정동코드,법정동명,폐지여부
4723031031,경상북도 영천시 청통면 애련리,존재
4723031032,경상북도 영천시 청통면 계포리,존재
4723031033,경상북도 영천시 청통면 계지리,존재
4723031034,경상북도 영천시 청통면 신원리,존재
4723031035,경상북도 영천시 청통면 용천리,존재
4723032000,경상북도 영천시 신녕면,존재
4723032021,경상북도 영천시 신녕면 치산리,존재
4723032022,경상북도 영천시 신녕면 부산리,존재
4723032023,경상북도 영천시 신녕면 화서리,존재
4723032024,경상북도 영천시 신녕면 화남리,존재
4723032025,경상북도 영천시 신녕면 왕산리,존재
4723032026,경상북도 영천시 신녕면 매양리,존재
4723032027,경상북도 영천시 신녕면 화성리,존재
4723032028,경상북도 영천시 신녕면 완전리,존재
4723032029,경상북도 영천시 신녕면 신덕리,존재
4723032030,경상북도 영천시 신녕면 연정리,존재
4723032031,경상북도 영천시 신녕면 가천리,존재
4723033000,경상북도 영천시 화산면,존재
4723033021,경상북도 영천시 화산면 연계리,존재
4723033022,경상북도 영천시 화산면 덕암리,존재
4723033023,경상북도 영천시 화산면 대안리,존재
4723033024,경상북도 영천시 화산면 효정리,존재
4723033025,경상북도 영천시 화산면 당지리,존재
4723033026,경상북도 영천시 화산면 화산리,존재
4723033027,경상북도 영천시 화산면 가상리,존재
4723033028,경상북도 영천시 화산면 대기리,존재
4723033029,경상북도 영천시 화산면 암기리,존재
4723033030,경상북도 영천시 화산면 삼부리,존재
4723033031,경상북도 영천시 화산면 석촌리,존재
4723033032,경상북도 영천시 화산면 당곡리,존재
4723033033,경상북도 영천시 화산면 유성리,존재
4723033034,경상북도 영천시 화산면 부계리,존재
4723033035,경상북도 영천시 화산면 용평리,존재
4723034000,경상북도 영천시 화북면,존재
4723034021,경상북도 영천시 화북면 자천리,존재
4723034022,경상북도 영천시 화북면 옥계리,존재
4723034023,경상북도 영천시 화북면 입석리,존재
4723034024,경상북도 영천시 화북면 용소리,존재
4723034025,경상북도 영천시 화북면 법화리,존재
4723034026,경상북도 영천시 화북면 하송리,존재
4723034027,경상북도 영천시 화북면 상송리,존재
4723034028,경상북도 영천시 화북면 죽전리,존재
4723034029,경상북도 영천시 화북면 정각리,존재
4723034030,경상북도 영천시 화북면 횡계리,존재
4723034031,경상북도 영천시 화북면 공덕리,존재
4723034032,경상북도 영천시 화북면 오산리,존재
4723034034,경상북도 영천시 화북면 오동리,존재
4723035000,경상북도 영천시 화남면,존재
4723035021,경상북도 영천시 화남면 금호리,존재
4723035022,경상북도 영천시 화남면 죽곡리,존재
4723035023,경상북도 영천시 화남면 신호리,존재
4723035024,경상북도 영천시 화남면 사천리,존재
4723035025,경상북도 영천시 화남면 대천리,존재
4723035026,경상북도 영천시 화남면 선천리,존재
4723035027,경상북도 영천시 화남면 삼창리,존재
4723035028,경상북도 영천시 화남면 귀호리,존재
4723035029,경상북도 영천시 화남면 안천리,존재
4723035030,경상북도 영천시 화남면 온천리,존재
4723035031,경상북도 영천시 화남면 구전리,존재
4723035032,경상북도 영천시 화남면 용계리,존재
4723035033,경상북도 영천시 화남면 월곡리,존재
4723036000,경상북도 영천시 자양면,존재
4723036021,경상북도 영천시 자양면 보현리,존재
4723036022,경상북도 영천시 자양면 도일리,존재
4723036023,경상북도 영천시 자양면 충효리,존재
4723036024,경상북도 영천시 자양면 삼귀리,존재
4723036025,경상북도 영천시 자양면 용산리,존재
4723036026,경상북도 영천시 자양면 신방리,존재
4723036027,경상북도 영천시 자양면 노항리,존재
4723036028,경상북도 영천시 자양면 성곡리,존재
4723036029,경상북도 영천시 자양면 용화리,존재
4723037000,경상북도 영천시 임고면,존재
4723037021,경상북도 영천시 임고면 양항리,존재
4723037022,경상북도 영천시 임고면 선원리,존재
4723037023,경상북도 영천시 임고면 덕연리,존재
4723037024,경상북도 영천시 임고면 삼매리,존재
4723037025,경상북도 영천시 임고면 평천리,존재
4723037026,경상북도 영천시 임고면 황강리,존재
4723037027,경상북도 영천시 임고면 효리,존재
4723037028,경상북도 영천시 임고면 금대리,존재
4723037029,경상북도 영천시 임고면 사리,존재
4723037030,경상북도 영천시 임고면 수성리,존재
4723037031,경상북도 영천시 임고면 우항리,존재
4723037032,경상북도 영천시 임고면 고천리,존재
4723037033,경상북도 영천시 임고면 매호리,존재
4723037034,경상북도 영천시 임고면 양평리,존재
4723038000,경상북도 영천시 고경면,존재
4723038021,경상북도 영천시 고경면 단포리,존재
4723038022,경상북도 영천시 고경면 창하리,존재
4723038023,경상북도 영천시 고경면 창상리,존재
4723038024,경상북도 영천시 고경면 대의리,존재
4723038025,경상북도 영천시 고경면 대성리,존재
4723038026,경상북도 영천시 고경면 오류리,존재
4723038027,경상북도 영천시 고경면 고도리,존재
4723038028,경상북도 영천시 고경면 부리,존재
4723038029,경상북도 영천시 고경면 용전리,존재
4723038030,경상북도 영천시 고경면 도암리,존재
4723038031,경상북도 영천시 고경면 상리리,존재
4723038032,경상북도 영천시 고경면 학리,존재
4723038033,경상북도 영천시 고경면 해선리,존재
4723038034,경상북도 영천시 고경면 전사리,존재
4723038035,경상북도 영천시 고경면 동도리,존재
4723038036,경상북도 영천시 고경면 차당리,존재
4723038037,경상북도 영천시 고경면 삼귀리,존재
4723038038,경상북도 영천시 고경면 초일리,존재
4723038039,경상북도 영천시 고경면 상덕리,존재
4723038040,경상북도 영천시 고경면 가수리,존재
4723038041,경상북도 영천시 고경면 석계리,존재
4723038042,경상북도 영천시 고경면 삼산리,존재
4723038043,경상북도 영천시 고경면 삼포리,존재
4723038044,경상북도 영천시 고경면 오룡리,존재
4723038045,경상북도 영천시 고경면 덕암리,존재
4723038046,경상북도 영천시 고경면 청정리,존재
4723038047,경상북도 영천시 고경면 파계리,존재
4723038048,경상북도 영천시 고경면 칠전리,존재
4723038049,경상북도 영천시 고경면 덕정리,존재
4723038051,경상북도 영천시 고경면 논실리,존재
4723039000,경상북도 영천시 북안면,존재
4723039021,경상북도 영천시 북안면 상리,존재
4723039022,경상북도 영천시 북안면 당리,존재
4723039023,경상북도 영천시 북안면 북리,존재
4723039024,경상북도 영천시 북안면 도유리,존재
4723039025,경상북도 영천시 북안면 명주리,존재
4723039026,경상북도 영천시 북안면 용계리,존재
4723039027,경상북도 영천시 북안면 신대리,존재
4723039028,경상북도 영천시 북안면 신리리,존재
4723039029,경상북도 영천시 북안면 효리,존재
4723039030,경상북도 영천시 북안면 도천리,존재
4723039031,경상북도 영천시 북안면 옥천리,존재
4723039032,경상북도 영천시 북안면 서당리,존재
4723039033,경상북도 영천시 북안면 고지리,존재
4723039034,경상북도 영천시 북안면 임포리,존재
4723039035,경상북도 영천시 북안면 반계리,존재
4723039036,경상북도 영천시 북안면 자포리,존재
4723039037,경상북도 영천시 북안면 신촌리,존재
4723039038,경상북도 영천시 북안면 관리,존재
4723039039,경상북도 영천시 북안면 원당리,존재
4723039040,경상북도 영천시 북안면 내포리,존재
4723039041,경상북도 영천시 북안면 반정리,존재
4723039042,경상북도 영천시 북안면 송포리,존재
4723039043,경상북도 영천시 북안면 유하리,존재
4723039044,경상북도 영천시 북안면 유상리,존재
4723040000,경상북도 영천시 대창면,존재
4723040021,경상북도 영천시 대창면 직천리,존재
4723040022,경상북도 영천시 대창면 운천리,존재
4723040023,경상북도 영천시 대창면 용전리,존재
4723040024,경상북도 영천시 대창면 어방리,존재
4723040025,경상북도 영천시 대창면 오길리,존재
4723040026,경상북도 영천시 대창면 용호리,존재
4723040027,경상북도 영천시 대창면 신광리,존재
4723040028,경상북도 영천시 대창면 조곡리,존재
4723040029,경상북도 영천시 대창면 대재리,존재
4723040030,경상북도 영천시 대창면 구지리,존재
4723040031,경상북도 영천시 대창면 사리리,존재
4723040032,경상북도 영천시 대창면 대창리,존재
4723040033,경상북도 영천시 대창면 강회리,존재
4723040034,경상북도 영천시 대창면 병암리,존재
4729000000,경상북도 경산시,존재
4729010100,경상북도 경산시 삼남동,존재
4729010200,경상북도 경산시 삼북동,존재
4729010300,경상북도 경산시 서상동,존재
4729010400,경상북도 경산시 신교동,존재
4729010500,경상북도 경산시 상방동,존재
4729010600,경상북도 경산시 백천동,존재
4729010700,경상북도 경산시 옥곡동,존재
4729010800,경상북도 경산시 사정동,존재
4729010900,경상북도 경산시 옥산동,존재
4729011000,경상북도 경산시 중산동,존재
4729011100,경상북도 경산시 정평동,존재
4729011200,경상북도 경산시 대평동,존재
4729011300,경상북도 경산시 대정동,존재
4729011400,경상북도 경산시 임당동,존재
4729011500,경상북도 경산시 대동,존재
4729011600,경상북도 경산시 계양동,존재
4729011700,경상북도 경산시 중방동,존재
4729011800,경상북도 경산시 조영동,존재
4729011900,경상북도 경산시 남방동,존재
4729012000,경상북도 경산시 내동,존재
4729012100,경상북도 경산시 여천동,존재
4729012200,경상북도 경산시 유곡동,존재
4729012300,경상북도 경산시 신천동,존재
4729012400,경상북도 경산시 점촌동,존재
4729012500,경상북도 경산시 평산동,존재
4729012600,경상북도 경산시 사동,존재
4729012700,경상북도 경산시 삼풍동,존재
4729012800,경상북도 경산시 갑제동,존재
4729025000,경상북도 경산시 하양읍,존재
4729025021,경상북도 경산시 하양읍 금락리,존재
4729025022,경상북도 경산시 하양읍 동서리,존재
4729025023,경상북도 경산시 하양읍 도리리,존재
4729025024,경상북도 경산시 하양읍 서사리,존재
4729025025,경상북도 경산시 하양읍 양지리,존재
4729025026,경상북도 경산시 하양읍 사기리,존재
4729025027,경상북도 경산시 하양읍 대곡리,존재
4729025028,경상북도 경산시 하양읍 교리,존재
4729025029,경상북도 경산시 하양읍 한사리,존재
4729025030,경상북도 경산시 하양읍 대학리,존재
4729025031,경상북도 경산시 하양읍 부호리,존재
4729025032,경상북도 경산시 하양읍 은호리,존재
4729025033,경상북도 경산시 하양읍 남하리,존재
4729025034,경상북도 경산시 하양읍 청천리,존재
4729025035,경상북도 경산시 하양읍 환상리,존재
4729025036,경상북도 경산시 하양읍 대조리,존재
4729025300,경상북도 경산시 진량읍,존재
4729025321,경상북도 경산시 진량읍 신상리,존재
4729025322,경상북도 경산시 진량읍 선화리,존재
4729025323,경상북도 경산시 진량읍 보인리,존재
4729025324,경상북도 경산시 진량읍 봉회리,존재
4729025325,경상북도 경산시 진량읍 북리,존재
4729025326,경상북도 경산시 진량읍 부기리,존재
4729025327,경상북도 경산시 진량읍 양기리,존재
4729025328,경상북도 경산시 진량읍 상림리,존재
4729025329,경상북도 경산시 진량읍 내리리,존재
4729025330,경상북도 경산시 진량읍 문천리,존재
4729025331,경상북도 경산시 진량읍 평사리(坪沙),존재
4729025332,경상북도 경산시 진량읍 평사리(平沙),존재
4729025333,경상북도 경산시 진량읍 다문리,존재
4729025334,경상북도 경산시 진량읍 아사리,존재
4729025335,경상북도 경산시 진량읍 시문리,존재
4729025336,경상북도 경산시 진량읍 현내리,존재
4729025337,경상북도 경산시 진량읍 마곡리,존재
4729025338,경상북도 경산시 진량읍 광석리,존재
4729025339,경상북도 경산시 진량읍 신제리,존재
4729025340,경상북도 경산시 진량읍 대원리,존재
4729025341,경상북도 경산시 진량읍 속초리,존재
4729025342,경상북도 경산시 진량읍 안촌리,존재
4729025343,경상북도 경산시 진량읍 황제리,존재
4729025344,경상북도 경산시 진량읍 당곡리,존재
4729025345,경상북도 경산시 진량읍 가야리,존재
4729025600,경상북도 경산시 압량읍,존재
4729025621,경상북도 경산시 압량읍 부적리,존재
4729025622,경상북도 경산시 압량읍 신대리,존재
4729025623,경상북도 경산시 압량읍 압량리,존재
4729025624,경상북도 경산시 압량읍 용암리,존재
4729025625,경상북도 경산시 압량읍 금구리,존재
4729025626,경상북도 경산시 압량읍 현흥리,존재
4729025627,경상북도 경산시 압량읍 인안리,존재
4729025628,경상북도 경산시 압량읍 의송리,존재
4729025629,경상북도 경산시 압량읍 신촌리,존재
4729025630,경상북도 경산시 압량읍 내리,존재
4729025631,경상북도 경산시 압량읍 가일리,존재
4729025632,경상북도 경산시 압량읍 당음리,존재
4729025633,경상북도 경산시 압량읍 신월리,존재
4729025634,경상북도 경산시 압량읍 백안리,존재
4729025635,경상북도 경산시 압량읍 강서리,존재
4729025636,경상북도 경산시 압량읍 당리리,존재
4729031000,경상북도 경산시 와촌면,존재
4729031021,경상북도 경산시 와촌면 소월리,존재
4729031022,경상북도 경산시 와촌면 덕촌리,존재
4729031023,경상북도 경산시 와촌면 시천리,존재
4729031024,경상북도 경산시 와촌면 용천리,존재
4729031025,경상북도 경산시 와촌면 계당리,존재
4729031026,경상북도 경산시 와촌면 상암리,존재
4729031027,경상북도 경산시 와촌면 계전리,존재
4729031028,경상북도 경산시 와촌면 동강리,존재
4729031029,경상북도 경산시 와촌면 박사리,존재
4729031030,경상북도 경산시 와촌면 대동리,존재
4729031031,경상북도 경산시 와촌면 대한리,존재
4729031032,경상북도 경산시 와촌면 신한리,존재
4729031033,경상북도 경산시 와촌면 강학리,존재
4729031034,경상북도 경산시 와촌면 음양리,존재
4729033000,경상북도 경산시 자인면,존재
4729033021,경상북도 경산시 자인면 동부리,존재
4729033022,경상북도 경산시 자인면 서부리,존재
4729033023,경상북도 경산시 자인면 북사리,존재
4729033024,경상북도 경산시 자인면 교촌리,존재
4729033025,경상북도 경산시 자인면 읍천리,존재
4729033026,경상북도 경산시 자인면 신도리,존재
4729033027,경상북도 경산시 자인면 신관리,존재
4729033028,경상북도 경산시 자인면 울옥리,존재
4729033029,경상북도 경산시 자인면 옥천리,존재
4729033030,경상북도 경산시 자인면 원당리,존재
4729033031,경상북도 경산시 자인면 계남리,존재
4729033032,경상북도 경산시 자인면 남촌리,존재
4729033033,경상북도 경산시 자인면 단북리,존재
4729033034,경상북도 경산시 자인면 계림리,존재
4729033035,경상북도 경산시 자인면 일언리,존재
4729033036,경상북도 경산시 자인면 남신리,존재
4729034000,경상북도 경산시 용성면,존재
4729034021,경상북도 경산시 용성면 당리리,존재
4729034022,경상북도 경산시 용성면 덕천리,존재
4729034023,경상북도 경산시 용성면 송림리,존재
4729034024,경상북도 경산시 용성면 부제리,존재
4729034025,경상북도 경산시 용성면 곡신리,존재
4729034026,경상북도 경산시 용성면 곡란리,존재
4729034027,경상북도 경산시 용성면 용산리,존재
4729034028,경상북도 경산시 용성면 매남리,존재
4729034029,경상북도 경산시 용성면 내촌리,존재
4729034030,경상북도 경산시 용성면 외촌리,존재
4729034031,경상북도 경산시 용성면 도덕리,존재
4729034032,경상북도 경산시 용성면 고죽리,존재
4729034033,경상북도 경산시 용성면 미산리,존재
4729034034,경상북도 경산시 용성면 고은리,존재
4729034036,경상북도 경산시 용성면 대종리,존재
4729034037,경상북도 경산시 용성면 가척리,존재
4729034038,경상북도 경산시 용성면 용천리,존재
4729034039,경상북도 경산시 용성면 용전리,존재
4729034040,경상북도 경산시 용성면 부일리,존재
4729034041,경상북도 경산시 용성면 일광리,존재
4729035000,경상북도 경산시 남산면,존재
4729035021,경상북도 경산시 남산면 산양리,존재
4729035022,경상북도 경산시 남산면 경리,존재
4729035023,경상북도 경산시 남산면 남곡리,존재
4729035024,경상북도 경산시 남산면 갈지리,존재
4729035025,경상북도 경산시 남산면 평기리,존재
4729035026,경상북도 경산시 남산면 안심리,존재
4729035027,경상북도 경산시 남산면 흥정리,존재
4729035028,경상북도 경산시 남산면 사림리,존재
4729035029,경상북도 경산시 남산면 연하리,존재
4729035030,경상북도 경산시 남산면 우검리,존재
4729035031,경상북도 경산시 남산면 사월리,존재
4729035032,경상북도 경산시 남산면 송내리,존재
4729035033,경상북도 경산시 남산면 조곡리,존재
4729035034,경상북도 경산시 남산면 전지리,존재
4729035035,경상북도 경산시 남산면 반곡리,존재
4729035036,경상북도 경산시 남산면 상대리,존재
4729035037,경상북도 경산시 남산면 하대리,존재
4729035038,경상북도 경산시 남산면 인흥리,존재
4729037000,경상북도 경산시 남천면,존재
4729037021,경상북도 경산시 남천면 구일리,존재
4729037022,경상북도 경산시 남천면 협석리,존재
4729037023,경상북도 경산시 남천면 산전리,존재
4729037024,경상북도 경산시 남천면 대명리,존재
4729037025,경상북도 경산시 남천면 신석리,존재
4729037026,경상북도 경산시 남천면 삼성리,존재
4729037027,경상북도 경산시 남천면 금곡리,존재
4729037028,경상북도 경산시 남천면 송백리,존재
4729037029,경상북도 경산시 남천면 신방리,존재
4729037030,경상북도 경산시 남천면 흥산리,존재
4729037031,경상북도 경산시 남천면 원리,존재
4729037032,경상북도 경산시 남천면 하도리,존재
4777000000,경상북도 영덕군,존재
4777025000,경상북도 영덕군 영덕읍,존재
4777025021,경상북도 영덕군 영덕읍 구미리,존재
4777025022,경상북도 영덕군 영덕읍 화개리,존재
4777025023,경상북도 영덕군 영덕읍 남석리,존재
4777025024,경상북도 영덕군 영덕읍 덕곡리,존재
4777025025,경상북도 영덕군 영덕읍 천전리,존재
4777025026,경상북도 영덕군 영덕읍 남산리,존재
4777025027,경상북도 영덕군 영덕읍 우곡리,존재
4777025028,경상북도 영덕군 영덕읍 화수리,존재
4777025029,경상북도 영덕군 영덕읍 삼계리,존재
4777025030,경상북도 영덕군 영덕읍 매정리,존재
4777025031,경상북도 영덕군 영덕읍 석리,존재
4777025032,경상북도 영덕군 영덕읍 노물리,존재
4777025033,경상북도 영덕군 영덕읍 오보리,존재
4777025034,경상북도 영덕군 영덕읍 대탄리,존재
4777025035,경상북도 영덕군 영덕읍 대부리,존재
4777025036,경상북도 영덕군 영덕읍 창포리,존재
4777025037,경상북도 영덕군 영덕읍 화천리,존재
4777031000,경상북도 영덕군 강구면,존재
4777031031,경상북도 영덕군 강구면 강구리,존재
4777031032,경상북도 영덕군 강구면 오포리,존재
4777031033,경상북도 영덕군 강구면 삼사리,존재
4777031034,경상북도 영덕군 강구면 화전리,존재
4777031035,경상북도 영덕군 강구면 상직리,존재
4777031037,경상북도 영덕군 강구면 소월리,존재
4777031038,경상북도 영덕군 강구면 금호리,존재
4777031039,경상북도 영덕군 강구면 하저리,존재
4777031040,경상북도 영덕군 강구면 금진리,존재
4777031041,경상북도 영덕군 강구면 원직리,존재
4777032000,경상북도 영덕군 남정면,존재
4777032036,경상북도 영덕군 남정면 장사리,존재
4777032037,경상북도 영덕군 남정면 부경리,존재
4777032038,경상북도 영덕군 남정면 회리,존재
4777032039,경상북도 영덕군 남정면 양성리,존재
4777032040,경상북도 영덕군 남정면 봉전리,존재
4777032041,경상북도 영덕군 남정면 쟁암리,존재
4777032042,경상북도 영덕군 남정면 사암리,존재
4777032043,경상북도 영덕군 남정면 도천리,존재
4777032044,경상북도 영덕군 남정면 우곡리,존재
4777032045,경상북도 영덕군 남정면 중화리,존재
4777032046,경상북도 영덕군 남정면 남정리,존재
4777032047,경상북도 영덕군 남정면 남호리,존재
4777032048,경상북도 영덕군 남정면 구계리,존재
4777032049,경상북도 영덕군 남정면 원척리,존재
4777032050,경상북도 영덕군 남정면 부흥리,존재
4777033000,경상북도 영덕군 달산면,존재
4777033032,경상북도 영덕군 달산면 대지리,존재
4777033033,경상북도 영덕군 달산면 용평리,존재
4777033034,경상북도 영덕군 달산면 매일리,존재
4777033035,경상북도 영덕군 달산면 흥기리,존재
4777033036,경상북도 영덕군 달산면 주응리,존재
4777033037,경상북도 영덕군 달산면 옥산리,존재
4777033038,경상북도 영덕군 달산면 인곡리,존재
4777033039,경상북도 영덕군 달산면 용전리,존재
4777033040,경상북도 영덕군 달산면 덕산리,존재
4777033041,경상북도 영덕군 달산면 봉산리,존재
4777033042,경상북도 영덕군 달산면 옥계리,존재
4777034000,경상북도 영덕군 지품면,존재
4777034039,경상북도 영덕군 지품면 삼화리,존재
4777034040,경상북도 영덕군 지품면 오천리,존재
4777034041,경상북도 영덕군 지품면 신양리,존재
4777034042,경상북도 영덕군 지품면 눌곡리,존재
4777034043,경상북도 영덕군 지품면 용덕리,존재
4777034044,경상북도 영덕군 지품면 송천리,존재
4777034045,경상북도 영덕군 지품면 낙평리,존재
4777034046,경상북도 영덕군 지품면 수암리,존재
4777034047,경상북도 영덕군 지품면 복곡리,존재
4777034048,경상북도 영덕군 지품면 원전리,존재
4777034049,경상북도 영덕군 지품면 지품리,존재
4777034050,경상북도 영덕군 지품면 기사리,존재
4777034051,경상북도 영덕군 지품면 황장리,존재
4777034052,경상북도 영덕군 지품면 신안리,존재
4777034053,경상북도 영덕군 지품면 속곡리,존재
4777034054,경상북도 영덕군 지품면 율전리,존재
4777034055,경상북도 영덕군 지품면 도계리,존재
4777034056,경상북도 영덕군 지품면 옥류리,존재
4777034057,경상북도 영덕군 지품면 신애리,존재
4777035000,경상북도 영덕군 축산면,존재
4777035032,경상북도 영덕군 축산면 축산리,존재
4777035033,경상북도 영덕군 축산면 경정리,존재
4777035034,경상북도 영덕군 축산면 고곡리,존재
4777035035,경상북도 영덕군 축산면 도곡리,존재
4777035036,경상북도 영덕군 축산면 상원리,존재
4777035037,경상북도 영덕군 축산면 부곡리,존재
4777035038,경상북도 영덕군 축산면 칠성리,존재
4777035039,경상북도 영덕군 축산면 조항리,존재
4777035040,경상북도 영덕군 축산면 대곡리,존재
4777035041,경상북도 영덕군 축산면 기암리,존재
4777036000,경상북도 영덕군 영해면,존재
4777036030,경상북도 영덕군 영해면 성내리,존재
4777036031,경상북도 영덕군 영해면 괴시리,존재
4777036032,경상북도 영덕군 영해면 대진리,존재
4777036033,경상북도 영덕군 영해면 사진리,존재
4777036034,경상북도 영덕군 영해면 연평리,존재
4777036035,경상북도 영덕군 영해면 벌영리,존재
4777036036,경상북도 영덕군 영해면 원구리,존재
4777036037,경상북도 영덕군 영해면 묘곡리,존재
4777036039,경상북도 영덕군 영해면 대동리,존재
4777037000,경상북도 영덕군 병곡면,존재
4777037035,경상북도 영덕군 병곡면 삼읍리,존재
4777037036,경상북도 영덕군 병곡면 금곡리,존재
4777037037,경상북도 영덕군 병곡면 백석리,존재
4777037038,경상북도 영덕군 병곡면 병곡리,존재
4777037039,경상북도 영덕군 병곡면 영리,존재
4777037040,경상북도 영덕군 병곡면 거무역리,존재
4777037041,경상북도 영덕군 병곡면 아곡리,존재
4777037042,경상북도 영덕군 병곡면 원황리,존재
4777037043,경상북도 영덕군 병곡면 이천리,존재
4777037044,경상북도 영덕군 병곡면 각리리,존재
4777037045,경상북도 영덕군 병곡면 사천리,존재
4777037046,경상북도 영덕군 병곡면 신평리,존재
4777037047,경상북도 영덕군 병곡면 송천리,존재
4777037049,경상북도 영덕군 병곡면 덕천리,존재
4777038000,경상북도 영덕군 창수면,존재
4777038034,경상북도 영덕군 창수면 인량리,존재
4777038035,경상북도 영덕군 창수면 가산리,존재
4777038036,경상북도 영덕군 창수면 신기리,존재
4777038037,경상북도 영덕군 창수면 신리리,존재
4777038038,경상북도 영덕군 창수면 갈천리,존재
4777038039,경상북도 영덕군 창수면 창수리,존재
4777038040,경상북도 영덕군 창수면 미곡리,존재
4777038041,경상북도 영덕군 창수면 오촌리,존재
4777038042,경상북도 영덕군 창수면 삼계리,존재
4777038043,경상북도 영덕군 창수면 수리,존재
4777038044,경상북도 영덕군 창수면 인천리,존재
4777038045,경상북도 영덕군 창수면 보림리,존재
4777038046,경상북도 영덕군 창수면 백청리,존재
4782000000,경상북도 청도군,존재
4782025000,경상북도 청도군 화양읍,존재
4782025021,경상북도 청도군 화양읍 동상리,존재
4782025022,경상북도 청도군 화양읍 서상리,존재
4782025023,경상북도 청도군 화양읍 신봉리,존재
4782025024,경상북도 청도군 화양읍 교촌리,존재
4782025025,경상북도 청도군 화양읍 동천리,존재
4782025026,경상북도 청도군 화양읍 합천리,존재
4782025027,경상북도 청도군 화양읍 범곡리,존재
4782025028,경상북도 청도군 화양읍 송북리,존재
4782025029,경상북도 청도군 화양읍 눌미리,존재
4782025030,경상북도 청도군 화양읍 고평리,존재
4782025031,경상북도 청도군 화양읍 소라리,존재
4782025032,경상북도 청도군 화양읍 진라리,존재
4782025033,경상북도 청도군 화양읍 삼신리,존재
4782025034,경상북도 청도군 화양읍 다로리,존재
4782025035,경상북도 청도군 화양읍 송금리,존재
4782025036,경상북도 청도군 화양읍 유등리,존재
4782025037,경상북도 청도군 화양읍 토평리,존재
4782025300,경상북도 청도군 청도읍,존재
4782025321,경상북도 청도군 청도읍 고수리,존재
4782025322,경상북도 청도군 청도읍 송읍리,존재
4782025323,경상북도 청도군 청도읍 무등리,존재
4782025324,경상북도 청도군 청도읍 덕암리,존재
4782025325,경상북도 청도군 청도읍 내리,존재
4782025326,경상북도 청도군 청도읍 안인리,존재
4782025327,경상북도 청도군 청도읍 운산리,존재
4782025328,경상북도 청도군 청도읍 부야리,존재
4782025329,경상북도 청도군 청도읍 원정리,존재
4782025330,경상북도 청도군 청도읍 구미리,존재
4782025331,경상북도 청도군 청도읍 월곡리,존재
4782025332,경상북도 청도군 청도읍 원리,존재
4782025333,경상북도 청도군 청도읍 거연리,존재
4782025334,경상북도 청도군 청도읍 신도리,존재
4782025335,경상북도 청도군 청도읍 상리,존재
4782025336,경상북도 청도군 청도읍 평양리,존재
4782025337,경상북도 청도군 청도읍 음지리,존재
4782025338,경상북도 청도군 청도읍 초현리,존재
4782025339,경상북도 청도군 청도읍 유호리,존재
4782025340,경상북도 청도군 청도읍 내호리,존재
4782025341,경상북도 청도군 청도읍 사촌리,존재
4782031000,경상북도 청도군 각남면,존재
4782031031,경상북도 청도군 각남면 칠성리,존재
4782031032,경상북도 청도군 각남면 화리,존재
4782031033,경상북도 청도군 각남면 일곡리,존재
4782031034,경상북도 청도군 각남면 구곡리,존재
4782031035,경상북도 청도군 각남면 예리리,존재
4782031036,경상북도 청도군 각남면 신당리,존재
4782031037,경상북도 청도군 각남면 녹명리,존재
4782031038,경상북도 청도군 각남면 사리,존재
4782031039,경상북도 청도군 각남면 함박리,존재
4782031040,경상북도 청도군 각남면 옥산리,존재
4782032000,경상북도 청도군 풍각면,존재
4782032033,경상북도 청도군 풍각면 송서리,존재
4782032034,경상북도 청도군 풍각면 봉기리,존재
4782032035,경상북도 청도군 풍각면 현리리,존재
4782032036,경상북도 청도군 풍각면 성곡리,존재
4782032037,경상북도 청도군 풍각면 수월리,존재
4782032038,경상북도 청도군 풍각면 화산리,존재
4782032039,경상북도 청도군 풍각면 금곡리,존재
4782032040,경상북도 청도군 풍각면 안산리,존재
4782032041,경상북도 청도군 풍각면 흑석리,존재
4782032042,경상북도 청도군 풍각면 월봉리,존재
4782032043,경상북도 청도군 풍각면 차산리,존재
4782032044,경상북도 청도군 풍각면 덕양리,존재
4782033000,경상북도 청도군 각북면,존재
4782033029,경상북도 청도군 각북면 명대리,존재
4782033030,경상북도 청도군 각북면 우산리,존재
4782033031,경상북도 청도군 각북면 삼평리,존재
4782033032,경상북도 청도군 각북면 남산리,존재
4782033033,경상북도 청도군 각북면 덕촌리,존재
4782033034,경상북도 청도군 각북면 지슬리,존재
4782033035,경상북도 청도군 각북면 금천리,존재
4782033036,경상북도 청도군 각북면 오산리,존재
4782034000,경상북도 청도군 이서면,존재
4782034038,경상북도 청도군 이서면 칠엽리,존재
4782034039,경상북도 청도군 이서면 대전리,존재
4782034040,경상북도 청도군 이서면 가금리,존재
4782034041,경상북도 청도군 이서면 구라리,존재
4782034042,경상북도 청도군 이서면 서원리,존재
4782034043,경상북도 청도군 이서면 각계리,존재
4782034044,경상북도 청도군 이서면 학산리,존재
4782034045,경상북도 청도군 이서면 수야리,존재
4782034046,경상북도 청도군 이서면 금촌리,존재
4782034048,경상북도 청도군 이서면 문수리,존재
4782034049,경상북도 청도군 이서면 고철리,존재
4782034050,경상북도 청도군 이서면 양원리,존재
4782034051,경상북도 청도군 이서면 신촌리,존재
4782034052,경상북도 청도군 이서면 칠곡리,존재
4782034053,경상북도 청도군 이서면 대곡리,존재
4782034054,경상북도 청도군 이서면 팔조리,존재
4782034055,경상북도 청도군 이서면 흥선리,존재
