sido,kaptCode,kaptName,addr_jibun,bjdCode,office
대구광역시,A10027520,혁신도시 서한이다음4차,대구광역시 동구 숙천동,2714013000,동대구지사
대구광역시,A10024409,LH뉴웰시티,대구광역시 동구 지묘동,2714014500,동대구지사
대구광역시,A10024711,대구연경아이파크,대구광역시 동구 지묘동,2714014500,동대구지사
대구광역시,A10025011,대구연경LH천년나무2단지,대구광역시 동구 지묘동,2714014500,동대구지사
대구광역시,A70148006,팔공2차보성타운,대구광역시 동구 지묘동,2714014500,동대구지사
대구광역시,A70173901,화성빌라트,대구광역시 동구 지묘동,2714014500,동대구지사
대구광역시,A70183801,왕산우방타운,대구광역시 동구 지묘동,2714014500,동대구지사
대구광역시,A70183804,팔공3차보성타운,대구광역시 동구 지묘동,2714014500,동대구지사
대구광역시,A70183902,화성명산타운,대구광역시 동구 지묘동,2714014500,동대구지사
대구광역시,A70183903,태왕그린힐즈,대구광역시 동구 지묘동,2714014500,동대구지사
대구광역시,A70183905,팔공보성타운,대구광역시 동구 지묘동,2714014500,동대구지사
대구광역시,A10021103,내당동화타운,대구광역시 서구 내당동,2717010100,서대구지사
대구광역시,A10021796,내당광명아파트,대구광역시 서구 내당동,2717010100,서대구지사
대구광역시,A10021834,보성홍실2차아파트 ,대구광역시 서구 내당동,2717010100,서대구지사
대구광역시,A10022068,홍실1차아파트,대구광역시 서구 내당동,2717010100,서대구지사
대구광역시,A10022771,반고개역 푸르지오,대구광역시 서구 내당동,2717010100,서대구지사
대구광역시,A10023745,이편한세상두류역,대구광역시 서구 내당동,2717010100,서대구지사
대구광역시,A70306004,시영내당아파트자치관리회,대구광역시 서구 내당동,2717010100,서대구지사
대구광역시,A70306005,황제맨션,대구광역시 서구 내당동,2717010100,서대구지사
대구광역시,A70306006,내당삼익맨션,대구광역시 서구 내당동,2717010100,서대구지사
대구광역시,A70375102,광장타운1차,대구광역시 서구 내당동,2717010100,서대구지사
대구광역시,A70375203,삼익뉴타운,대구광역시 서구 내당동,2717010100,서대구지사
대구광역시,A70380501,광장타운2차,대구광역시 서구 내당동,2717010100,서대구지사
대구광역시,A10020580,힐스테이트서대구역센트럴,대구광역시 서구 비산동,2717010200,서대구지사
대구광역시,A10020961,비산보성아파트 ,대구광역시 서구 비산동,2717010200,서대구지사
대구광역시,A10021245,만평아파트,대구광역시 서구 비산동,2717010200,서대구지사
대구광역시,A70304001,비산우방맨션,대구광역시 서구 비산동,2717010200,서대구지사
대구광역시,A70381401,비산한신휴플러스,대구광역시 서구 비산동,2717010200,서대구지사
대구광역시,A10022401,서대구역센텀화성파크드림,대구광역시 서구 평리동,2717010300,서대구지사
대구광역시,A10022889,서대구역화성파크드림,대구광역시 서구 평리동,2717010300,서대구지사
대구광역시,A10022990,서대구역반도유보라센텀,대구광역시 서구 평리동,2717010300,서대구지사
대구광역시,A10023224,서대구역서한이다음 더 퍼스트,대구광역시 서구 평리동,2717010300,서대구지사
대구광역시,A10023302,서대구영무예다음,대구광역시 서구 평리동,2717010300,서대구지사
대구광역시,A70301401,평리푸르지오,대구광역시 서구 평리동,2717010300,서대구지사
대구광역시,A70384401,평리롯데캐슬,대구광역시 서구 평리동,2717010300,서대구지사
대구광역시,A70384801,평리청구타운,대구광역시 서구 평리동,2717010300,서대구지사
대구광역시,A10021135,중리광명맨션,대구광역시 서구 중리동,2717010500,서대구지사
대구광역시,A10021153,중리시영2차아파트,대구광역시 서구 중리동,2717010500,서대구지사
대구광역시,A10022195,2차진달래아파트,대구광역시 서구 중리동,2717010500,서대구지사
대구광역시,A70309005,진달래1차아파트,대구광역시 서구 중리동,2717010500,서대구지사
대구광역시,A70383107,중리시영1차아파트,대구광역시 서구 중리동,2717010500,서대구지사
대구광역시,A70383109,중리롯데캐슬,대구광역시 서구 중리동,2717010500,서대구지사
대구광역시,A70383208,꽃동네아파트,대구광역시 서구 중리동,2717010500,서대구지사
대구광역시,A10021329,금류타운,대구광역시 서구 원대동2가,2717010800,서대구지사
대구광역시,A10022997,서대구센트럴자이,대구광역시 서구 원대동3가,2717010900,서대구지사
대구광역시,A10021600,교대역푸르지오트레힐즈,대구광역시 남구 이천동,2720010100,서대구지사
대구광역시,A10023044,대봉교역 금호어울림 에듀리버,대구광역시 남구 이천동,2720010100,서대구지사
대구광역시,A10023312,대봉교역태왕아너스,대구광역시 남구 이천동,2720010100,서대구지사
대구광역시,A70501007,희망교대성유니드,대구광역시 남구 이천동,2720010100,서대구지사
대구광역시,A70577201,이천뜨란채2단지,대구광역시 남구 이천동,2720010100,서대구지사
대구광역시,A70577204,이천강변타운,대구광역시 남구 이천동,2720010100,서대구지사
대구광역시,A70577206,이천주공1단지,대구광역시 남구 이천동,2720010100,서대구지사
대구광역시,A70577305,보성상아맨션,대구광역시 남구 이천동,2720010100,서대구지사
대구광역시,A70583603,"이천뜨란채3,4단지아파트",대구광역시 남구 이천동,2720010100,서대구지사
대구광역시,A70583802,교대역월드메르디앙,대구광역시 남구 이천동,2720010100,서대구지사
대구광역시,A10022601,힐스테이트앞산센트럴,대구광역시 남구 봉덕동,2720010200,서대구지사
대구광역시,A10022885,앞산서한이다음,대구광역시 남구 봉덕동,2720010200,서대구지사
대구광역시,A10023447,봉덕2차화성파크드림,대구광역시 남구 봉덕동,2720010200,서대구지사
대구광역시,A10024350,앞산비스타동원,대구광역시 남구 봉덕동,2720010200,서대구지사
대구광역시,A10024585,앞산봉덕영무예다음아파트,대구광역시 남구 봉덕동,2720010200,서대구지사
대구광역시,A10025242,앞산태왕아너스,대구광역시 남구 봉덕동,2720010200,서대구지사
대구광역시,A10025337,봉덕화성파크드림 아파트,대구광역시 남구 봉덕동,2720010200,서대구지사
대구광역시,A10026347,봉덕한라하우젠트퍼스트,대구광역시 남구 봉덕동,2720010200,서대구지사
대구광역시,A70502001,강변코오롱하늘채,대구광역시 남구 봉덕동,2720010200,서대구지사
대구광역시,A70502201,앞산힐스테이트,대구광역시 남구 봉덕동,2720010200,서대구지사
대구광역시,A70570201,강변효성백년가약,대구광역시 남구 봉덕동,2720010200,서대구지사
대구광역시,A70575001,래미안웰리스트,대구광역시 남구 봉덕동,2720010200,서대구지사
대구광역시,A70575102,효성타운,대구광역시 남구 봉덕동,2720010200,서대구지사
대구광역시,A70575204,1차대덕맨션,대구광역시 남구 봉덕동,2720010200,서대구지사
대구광역시,A70575205,대덕2차맨션,대구광역시 남구 봉덕동,2720010200,서대구지사
대구광역시,A70576902,앞산보성타운,대구광역시 남구 봉덕동,2720010200,서대구지사
대구광역시,A70576903,미리내맨션,대구광역시 남구 봉덕동,2720010200,서대구지사
대구광역시,A70577001,봉덕태성맨션,대구광역시 남구 봉덕동,2720010200,서대구지사
대구광역시,A10020479,힐스테이트대명더퍼스트,대구광역시 남구 대명동,2720010300,서대구지사
대구광역시,A10020654,우방 코스모스 아파트,대구광역시 남구 대명동,2720010300,서대구지사
대구광역시,A10020975,힐스테이트대명센트럴,대구광역시 남구 대명동,2720010300,서대구지사
대구광역시,A10021195,우방뉴코스모스아파트,대구광역시 남구 대명동,2720010300,서대구지사
대구광역시,A10021591,대명가든맨션,대구광역시 남구 대명동,2720010300,서대구지사
대구광역시,A10022196,삼두아파트,대구광역시 남구 대명동,2720010300,서대구지사
대구광역시,A10022243,백작맨션,대구광역시 남구 대명동,2720010300,서대구지사
대구광역시,A10023293,대명세광그린타운,대구광역시 남구 대명동,2720010300,서대구지사
대구광역시,A10023474,대명역센트럴엘리프,대구광역시 남구 대명동,2720010300,서대구지사
대구광역시,A10023721,교대역하늘채뉴센트원,대구광역시 남구 대명동,2720010300,서대구지사
대구광역시,A10025921,앞산리슈빌앤리마크1차,대구광역시 남구 대명동,2720010300,서대구지사
대구광역시,A10026581,교대역동서프라임36.5,대구광역시 남구 대명동,2720010300,서대구지사
대구광역시,A70503001,대명파크맨션,대구광역시 남구 대명동,2720010300,서대구지사
대구광역시,A70575301,동신점보아파트,대구광역시 남구 대명동,2720010300,서대구지사
대구광역시,A70575402,동아대덕아파트,대구광역시 남구 대명동,2720010300,서대구지사
대구광역시,A70575403,정우맨션,대구광역시 남구 대명동,2720010300,서대구지사
